strComposition,energy_pa,volume_pa,magmom_pa,bandgap,delta_e,stability,composition,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,ElementFraction Exceptions,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,ElementProperty Exceptions
Bi1I1,-3.07443750125,41.3013,,0.729,-0.392068170282,,Bi1 I1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,53.0,83.0,30.0,68.0,15.0,53.0,86.0,96.0,10.0,91.0,5.0,86.0,126.90447,208.9804,82.07593,167.942435,41.037965,126.90447,386.85,544.4,157.54999999999995,465.625,78.77499999999998,386.85,15.0,17.0,2.0,16.0,1.0,15.0,5.0,6.0,1.0,5.5,0.5,5.0,139.0,148.0,9.0,143.5,4.5,139.0,2.02,2.66,0.6400000000000001,2.34,0.32,2.02,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.0,1.0,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.0,7.0,0.0,17.0,29.0,12.0,23.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,32.95,43.015,10.064999999999998,37.9825,5.032499999999999,32.95,0.0,1.062,1.062,0.531,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,64.0,52.0,38.0,26.0,12.0,
Bi1I1In2Se4,-3.57953052688,28.548,,1.412,-0.488367124133,0.030153042454,Bi1 I1 In2 Se4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,34.0,83.0,49.0,46.25,12.25,34.0,75.0,96.0,21.0,86.0,5.5,89.0,78.96,208.9804,130.0204,110.17010875,31.210108750000003,78.96,386.85,544.4,157.54999999999995,470.84375,41.545312499999994,494.0,13.0,17.0,4.0,15.25,1.1875,16.0,4.0,6.0,2.0,4.625,0.625,4.0,120.0,148.0,28.0,131.375,11.375,120.0,1.78,2.66,0.8800000000000001,2.3049999999999997,0.33375,2.55,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.25,1.1875,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,1.75,3.0625,0.0,13.0,29.0,16.0,17.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.75,1.1875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.75,1.1875,2.0,24.26,43.015,18.755,28.520625000000003,4.7309375000000005,25.92,0.0,1.062,1.062,0.53225,0.3991875,0.799,0.0,0.0,0.0,0.0,0.0,0.0,12.0,139.0,127.0,51.25,47.0625,14.0,
Bi1I1Mn1Se2,-4.71813719,28.2475,1.00000578,0.776,-0.447339704371,-0.00411468921271,Bi1 I1 Mn1 Se2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,83.0,58.0,45.8,17.759999999999998,34.0,52.0,96.0,44.0,82.4,12.159999999999997,89.0,54.938045,208.9804,154.042355,109.74858299999998,46.5550816,78.96,386.85,1519.0,1132.15,687.65,332.54,494.0,7.0,17.0,10.0,14.2,2.8800000000000003,16.0,4.0,6.0,2.0,4.6,0.72,4.0,120.0,148.0,28.0,133.2,10.560000000000002,120.0,1.55,2.66,1.11,2.2659999999999996,0.3848,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.2,1.36,4.0,5.0,10.0,5.0,9.0,1.6,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,7.0,29.0,22.0,17.0,4.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6,0.8800000000000001,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.6,1.12,2.0,10.4875862069,43.015,32.5274137931,27.658517241380004,8.259186206896,25.92,0.0,1.062,1.062,0.532,0.4256,0.799,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.92386206896e-05,0.0,12.0,217.0,205.0,64.2,61.120000000000005,14.0,
Bi1I1Te1,-3.27184876,39.8113,,1.334,-0.434361022597,,Bi1 I1 Te1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,52.0,83.0,31.0,62.666666666666664,13.555555555555555,52.0,86.0,96.0,10.0,90.66666666666669,3.555555555555557,86.0,126.90447,208.9804,82.07593,154.49495666666667,36.32362888888889,126.90447,386.85,722.66,335.80999999999995,551.3033333333333,114.23777777777777,386.85,15.0,17.0,2.0,16.0,0.6666666666666666,15.0,5.0,6.0,1.0,5.333333333333333,0.4444444444444443,5.0,138.0,148.0,10.0,141.66666666666666,4.222222222222219,138.0,2.02,2.66,0.6400000000000001,2.26,0.2666666666666666,2.02,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.0,0.6666666666666666,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,4.666666666666667,6.222222222222222,0.0,16.0,29.0,13.0,20.666666666666668,5.555555555555556,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.6666666666666666,1.0,32.95,43.015,10.064999999999998,36.90944444443333,4.070370370377778,32.95,0.0,1.062,1.062,0.5086666666666667,0.3688888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,76.0,50.666666666666664,12.0,
Bi1In1K2,-2.4130624075,37.7475,,0.525,-0.17499508625,0.12747986002,Bi1 In1 K2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19.0,83.0,64.0,42.5,23.5,19.0,3.0,86.0,83.0,41.75,38.75,3.0,39.0983,208.9804,169.8821,100.49875,61.40045,39.0983,336.53,544.4,207.87,411.8025,75.27250000000001,336.53,1.0,15.0,14.0,7.5,6.5,1.0,4.0,6.0,2.0,4.75,0.75,4.0,142.0,203.0,61.0,174.0,29.0,203.0,0.82,2.02,1.2000000000000002,1.36,0.54,0.82,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,3.5,5.25,0.0,1.0,29.0,28.0,11.0,10.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.5,1.0,24.26,73.1066666667,48.84666666669999,50.85583333335,22.250833333349995,73.1066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,152.25,76.75,229.0,
Bi1In1Li2,-3.007227245,21.624,,0.389,-0.36920645625,0.00182206625,Bi1 In1 Li2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,83.0,80.0,34.5,31.5,3.0,1.0,86.0,85.0,40.75,39.75,1.0,6.941,208.9804,202.0394,84.4201,77.47909999999999,6.941,429.75,544.4,114.64999999999998,470.3825,37.00874999999999,453.69,1.0,15.0,14.0,7.5,6.5,1.0,2.0,6.0,4.0,3.75,1.75,2.0,128.0,148.0,20.0,136.5,8.5,128.0,0.98,2.02,1.04,1.44,0.46,0.98,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,3.5,5.25,0.0,1.0,29.0,28.0,11.0,10.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.5,1.0,16.5933333333,32.95,16.356666666700004,22.59916666665,6.005833333350002,16.5933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,152.25,76.75,229.0,
Bi1In1Na2,-2.58820091,26.9415,,0.229,-0.282635024563,0.0256927602839,Bi1 In1 Na2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,83.0,72.0,38.5,27.5,11.0,2.0,86.0,84.0,41.25,39.25,2.0,22.98976928,208.9804,185.99063072,92.44448464,69.45471536,22.98976928,370.87,544.4,173.52999999999997,428.9725,58.10249999999999,370.87,1.0,15.0,14.0,7.5,6.5,1.0,3.0,6.0,3.0,4.25,1.25,3.0,142.0,166.0,24.0,155.5,10.5,166.0,0.93,2.02,1.09,1.415,0.485,0.93,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,3.5,5.25,0.0,1.0,29.0,28.0,11.0,10.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.5,1.0,24.26,32.95,8.690000000000001,28.92416666665,2.3320833333249995,29.2433333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,152.25,76.75,229.0,
Bi1In1Rb2,-2.26737706,41.0543,,0.478,-0.09612275625,0.173651749243,Bi1 In1 Rb2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37.0,83.0,46.0,51.5,15.75,37.0,4.0,86.0,82.0,42.25,38.25,4.0,85.4678,208.9804,123.5126,123.6835,42.64845000000001,85.4678,312.46,544.4,231.94,399.7675,87.3075,312.46,1.0,15.0,14.0,7.5,6.5,1.0,5.0,6.0,1.0,5.25,0.375,5.0,142.0,220.0,78.0,182.5,37.5,220.0,0.82,2.02,1.2000000000000002,1.36,0.54,0.82,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,3.5,5.25,0.0,1.0,29.0,28.0,11.0,10.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.5,1.0,24.26,90.7225,66.46249999999999,59.66375,31.058749999999996,90.7225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,152.25,76.75,229.0,
Bi1Ir1S1,-5.92262688583,20.0227,0.000908825,0.714,-0.35690897124,-0.0345427160455,Bi1 Ir1 S1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,83.0,67.0,58.666666666666664,28.444444444444446,16.0,60.0,88.0,28.0,78.0,12.0,60.0,32.065,208.9804,176.9154,144.4208,74.90386666666667,32.065,388.36,2739.0,2350.64,1223.92,1010.0533333333332,388.36,9.0,16.0,7.0,13.333333333333334,2.888888888888889,9.0,3.0,6.0,3.0,5.0,1.3333333333333333,3.0,105.0,148.0,43.0,131.33333333333334,17.555555555555554,105.0,2.02,2.58,0.56,2.266666666666667,0.2088888888888889,2.02,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.3333333333333335,1.5555555555555554,0.0,0.0,10.0,10.0,5.666666666666667,3.7777777777777777,0.0,0.0,14.0,14.0,9.333333333333334,6.222222222222221,0.0,6.0,29.0,23.0,19.333333333333332,8.88888888888889,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6666666666666667,1.111111111111111,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.6666666666666665,0.4444444444444445,2.0,14.21,32.95,18.74,24.315625,6.7370833333333335,14.21,0.0,2.202,2.202,0.734,0.9786666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,102.33333333333331,81.77777777777777,12.0,
Bi1Ir1Se1,-5.70798235167,21.5922,0.001183975,0.592,-0.249640713333,-0.0271747484452,Bi1 Ir1 Se1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,34.0,83.0,49.0,64.66666666666667,20.444444444444443,34.0,60.0,89.0,29.0,78.33333333333333,12.222222222222223,60.0,78.96,208.9804,130.0204,160.05246666666667,54.06164444444445,78.96,494.0,2739.0,2245.0,1259.1333333333334,986.577777777778,494.0,9.0,16.0,7.0,13.333333333333334,2.888888888888889,9.0,4.0,6.0,2.0,5.333333333333333,0.888888888888889,4.0,120.0,148.0,28.0,136.33333333333334,10.888888888888886,120.0,2.02,2.55,0.5299999999999998,2.256666666666667,0.1955555555555554,2.02,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.3333333333333335,1.5555555555555554,0.0,7.0,10.0,3.0,9.0,1.3333333333333333,7.0,0.0,14.0,14.0,9.333333333333334,6.222222222222221,0.0,16.0,29.0,13.0,22.666666666666668,4.444444444444444,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6666666666666667,1.111111111111111,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.6666666666666665,0.4444444444444445,2.0,14.21,32.95,18.74,24.360000000000003,6.766666666666667,14.21,0.0,0.799,0.799,0.2663333333333333,0.3551111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,83.66666666666667,94.22222222222224,12.0,
